"http://images.marmitoncdn.org/recipephotos/multiphoto/b3/b329bc59-6dc6-4ff1-b0ec-0d7582f01c74_tn-80x80.jpg","http://www.marmiton.org/recettes/recettes-incontournables-detail_baba-au-rhum_r_75.aspx","Baba au rhum","http://www.marmiton.org/recettes/recettes-incontournables-detail_baba-au-rhum_r_75.aspx"
"http://images.marmitoncdn.org/recipephotos/multiphoto/4a/4a03bb8a-3301-43b9-85a0-35cf9ae5c5e2_tn-80x80.jpg","http://www.marmiton.org/recettes/recettes-incontournables-detail_bechamel_r_84.aspx","Béchamel","http://www.marmiton.org/recettes/recettes-incontournables-detail_bechamel_r_84.aspx"
"http://images.marmitoncdn.org/recipephotos/multiphoto/ff/ff974e3b-4c8e-419f-9d1e-c9d8acdd0972_tn-80x80.jpg","http://www.marmiton.org/recettes/recettes-incontournables-detail_beignets-de-carnaval_r_6.aspx","Beignets de carnaval","http://www.marmiton.org/recettes/recettes-incontournables-detail_beignets-de-carnaval_r_6.aspx"
"http://images.marmitoncdn.org/recipephotos/multiphoto/13/13f9614d-5ed1-4275-848e-9b1aff67e911_tn-80x80.jpg","http://www.marmiton.org/recettes/recettes-incontournables-detail_blanquette_r_2.aspx","Blanquette","http://www.marmiton.org/recettes/recettes-incontournables-detail_blanquette_r_2.aspx"
"http://images.marmitoncdn.org/recipephotos/multiphoto/40/4000ed03-4558-49c7-8aea-b54dca04e41a_tn-80x80.jpg","http://www.marmiton.org/recettes/recettes-incontournables-detail_boeuf-bourguignon_r_3.aspx","Boeuf Bourguignon","http://www.marmiton.org/recettes/recettes-incontournables-detail_boeuf-bourguignon_r_3.aspx"
"http://images.marmitoncdn.org/recipephotos/multiphoto/9c/9c0b5074-c558-40e9-b32f-d4d654a9a97e_tn-80x80.jpg","http://www.marmiton.org/recettes/recettes-incontournables-detail_bolognaise_r_76.aspx","Bolognaise","http://www.marmiton.org/recettes/recettes-incontournables-detail_bolognaise_r_76.aspx"
"http://images.marmitoncdn.org/recipephotos/multiphoto/34/3477d8ce-4c0f-4a5f-b537-f8d7d9bd624c_tn-80x80.jpg","http://www.marmiton.org/recettes/recettes-incontournables-detail_bouillabaisse_r_77.aspx","Bouillabaisse","http://www.marmiton.org/recettes/recettes-incontournables-detail_bouillabaisse_r_77.aspx"
"http://images.marmitoncdn.org/recipephotos/multiphoto/4b/4b9fb37f-bb5c-4f56-a1bd-75963aff03ff_tn-80x80.jpg","http://www.marmiton.org/recettes/recettes-incontournables-detail_brick_r_89.aspx","Brick","http://www.marmiton.org/recettes/recettes-incontournables-detail_brick_r_89.aspx"
"http://images.marmitoncdn.org/recipephotos/multiphoto/22/22ef9a08-8550-4e49-88ae-5641831da9cb_tn-80x80.jpg","http://www.marmiton.org/recettes/recettes-incontournables-detail_brioche_r_78.aspx","Brioche","http://www.marmiton.org/recettes/recettes-incontournables-detail_brioche_r_78.aspx"
"http://images.marmitoncdn.org/recipephotos/multiphoto/6f/6f9bfb51-5584-457e-b974-e7d545539f70_tn-80x80.jpg","http://www.marmiton.org/recettes/recettes-incontournables-detail_brownies_r_55.aspx","Brownies","http://www.marmiton.org/recettes/recettes-incontournables-detail_brownies_r_55.aspx"
"http://images.marmitoncdn.org/recipephotos/multiphoto/88/8800b0d9-2df6-4572-affb-d7a4c06d8331_tn-80x80.jpg","http://www.marmiton.org/recettes/recettes-incontournables-detail_buche-de-noel_r_7.aspx","Bûche de Noël","http://www.marmiton.org/recettes/recettes-incontournables-detail_buche-de-noel_r_7.aspx"
"http://images.marmitoncdn.org/recipephotos/multiphoto/bc/bcaa9794-2d7a-41b8-9b48-b6f3872b4f5a_tn-80x80.jpg","http://www.marmiton.org/recettes/recettes-incontournables-detail_cake-au-jambon_r_63.aspx","Cake au jambon","http://www.marmiton.org/recettes/recettes-incontournables-detail_cake-au-jambon_r_63.aspx"
"http://images.marmitoncdn.org/recipephotos/multiphoto/e6/e65c920e-825a-4510-84ab-01448a99dd38_tn-80x80.jpg","http://www.marmiton.org/recettes/recettes-incontournables-detail_cake-aux-olives_r_82.aspx","Cake aux olives","http://www.marmiton.org/recettes/recettes-incontournables-detail_cake-aux-olives_r_82.aspx"
